Customer_ID,cluster category
35170,1
25197,1
14516,1
29331,1
36588,1
23080,1
17300,1
24768,1
29375,1
16174,1
9707,1
32909,1
5041,1
17579,1
10253,1
2482,1
13641,1
38876,1
16575,1
6647,1
9418,1
14660,1
7171,1
34973,1
18196,1
16835,1
6801,1
14544,1
24382,1
5761,1
34089,1
21806,1
4734,1
17250,1
11769,1
19107,1
36340,1
17449,1
27531,1
10181,1
6553,1
2969,1
31754,1
14656,1
35369,1
38752,1
23718,1
31936,1
36471,1
27768,1
38125,1
16016,1
27137,1
17373,1
12926,1
16189,1
20499,1
2273,1
9972,1
21778,1
26533,1
26363,1
29786,1
23549,1
40743,1
433,1
8842,1
4597,1
8992,1
21594,1
13870,1
18239,1
4330,1
4673,1
38439,4
37437,1
16247,1
19459,1
22983,1
26885,1
20100,1
10661,1
5137,1
31095,1
24835,1
13372,1
34340,1
35141,1
35597,1
1411,1
25089,1
37570,1
31265,1
24631,1
39964,1
7026,1
598,4
11238,1
38790,1
30316,1
36869,1
4374,1
18486,1
32162,1
800,1
11927,1
12633,1
24522,1
12356,1
24110,1
27577,1
29045,1
6722,1
8105,1
31566,1
19523,1
18185,1
24897,1
9173,1
28528,1
28912,1
15403,1
2565,1
38765,1
15763,1
21474,1
29998,1
13077,1
6698,1
17124,1
19131,1
18669,1
30159,1
25377,1
14374,1
18364,1
29877,1
14100,1
30249,1
33189,1
8445,1
10916,1
14200,1
15791,1
40351,1
32819,1
8856,1
37834,1
7327,1
22035,1
28106,1
11405,1
18901,1
11257,1
29517,1
39348,1
10572,1
25029,1
5673,1
1297,1
27880,1
21409,1
32304,1
40055,1
19157,1
15069,1
15081,1
38953,1
27799,1
24829,1
40532,1
19348,1
9314,1
27953,1
22214,1
10254,1
4473,1
5971,1
36658,1
4972,1
29508,1
13296,1
5168,1
1928,1
39631,1
2885,1
3542,1
7110,1
14083,1
9396,1
4907,1
9382,1
22219,1
12895,1
29552,1
36042,1
31964,1
23061,1
23054,1
26155,1
21583,1
7668,1
37584,1
19323,1
39175,1
15390,1
39643,1
39797,1
15448,1
7739,1
20974,1
34452,1
37117,1
32149,1
991,1
29760,1
34636,1
27148,1
19179,1
14020,1
35851,1
14118,1
50,1
24385,1
16806,1
7367,1
12122,1
1276,1
10008,1
26836,1
20546,1
199,1
1627,1
7563,1
38117,1
28281,1
3861,1
18666,1
13526,1
35153,1
13614,1
14891,1
12328,1
39339,1
26856,1
36053,1
17849,1
20179,1
9840,1
24527,1
39877,1
24022,1
30250,1
26485,1
37872,1
23377,1
35271,1
35313,1
18223,1
37886,1
2858,1
36248,1
7055,1
21007,1
7138,1
13833,1
4588,1
40124,1
12579,1
6306,1
14002,1
19369,1
19154,1
25851,1
9309,1
23418,1
38699,1
25309,1
24885,1
10538,1
26873,1
8665,1
18628,1
7911,1
34047,1
25194,1
39588,1
3322,1
17345,1
30518,1
27043,1
20462,1
23333,1
19721,1
4510,1
29959,1
31177,1
23069,1
40509,1
38141,1
24457,1
25852,1
21956,1
33328,1
20492,1
13516,1
32206,1
17726,1
11092,1
27434,1
23373,1
7198,1
39184,1
10931,1
14832,1
9293,1
32998,1
22951,1
6537,1
3797,1
27573,1
35903,1
3907,1
40358,1
6065,1
22570,1
37175,1
36089,1
22176,1
11085,1
15133,1
22587,1
29420,1
6229,1
3628,1
19115,1
32061,1
34468,1
16524,1
2567,1
30870,1
13644,1
36504,1
22497,1
26714,1
25736,1
15615,1
6798,1
14473,1
22414,1
22933,4
32557,1
19568,1
17074,1
2478,1
34682,1
5123,1
17898,1
7951,1
24146,1
3691,1
38431,1
35524,1
18425,1
33457,1
21891,1
25174,1
17672,1
14134,1
24797,1
31853,1
22893,1
15647,1
2421,1
23397,1
25977,1
32426,1
19890,1
14698,1
19238,1
14575,1
26333,1
30869,1
810,1
12250,1
4253,1
35411,1
23119,1
17331,1
6072,1
31811,1
8931,1
33001,1
40630,1
9950,1
20045,1
518,1
2066,1
12770,1
20717,1
36000,1
26947,1
13882,1
25553,1
8388,1
3709,1
15608,1
21457,1
32421,1
15017,1
13016,1
4051,1
30457,1
7930,1
15844,1
32265,1
5263,1
3205,1
29233,1
24693,1
12744,1
9117,1
27373,1
36602,1
31739,1
17343,1
38458,1
40564,1
3642,1
3209,1
1968,1
38913,1
30795,1
2951,1
20388,1
39700,1
4163,1
27521,1
33520,1
32069,1
40267,1
7035,1
20175,1
32009,1
33748,1
23683,1
18892,1
4227,1
3752,1
2745,1
14470,1
34157,1
21096,1
10893,1
26850,1
20775,1
26297,1
40594,1
4807,1
188,1
21779,1
2486,1
33783,1
34097,1
10585,1
21998,1
5335,1
26266,1
23149,1
39328,1
6560,1
37360,1
6783,1
37123,1
29885,1
36126,1
26995,1
3203,1
6092,1
32653,1
14329,1
5688,1
3602,1
15735,1
36301,1
34335,1
7249,1
17532,1
16393,1
32444,1
39515,1
18189,1
17054,1
28722,1
25568,1
38759,1
32837,1
37729,1
23095,1
31421,1
26098,1
14221,1
35457,1
8018,1
830,1
24537,1
11842,1
38806,1
21181,1
10081,1
31952,1
7652,1
32290,1
2022,1
4130,1
8987,1
4321,1
11304,1
21992,1
22814,1
9970,1
10698,1
30865,1
7621,1
24717,1
9270,1
10135,1
39755,1
8384,1
24246,1
418,1
39657,1
11451,1
22886,1
2431,1
32952,1
35277,1
11869,1
11438,1
18644,1
31641,1
11641,1
24172,1
37526,1
30187,1
